Index,Var 1,Var 2,var 3
74,0.087771233,0.281228065,0.325693533
75,0.905362102,0.765068514,0.6765038
76,0.11056856,0.882839442,0.103762932
77,0.044099246,0.264503922,0.425916318
78,0.133610034,0.955809198,0.590563677
79,0.071230201,0.907376324,0.765221107
80,0.990966521,0.72194586,0.385937071
81,0.078493606,0.681081576,0.130802332
82,0.614185003,0.351420637,0.022553179
83,0.525894955,0.469069491,0.769951476
84,0.506912442,0.784844508,0.761406293
85,0.070131535,0.920499283,0.064546648
86,0.972258675,0.453810236,0.222754601
87,0.291879025,0.405377361,0.256202887
88,0.168340098,0.42219306,0.037049471
89,0.521713919,0.204657125,0.871578112
90,0.844264046,0.144108402,0.676137577
91,0.028992584,0.892666402,0.727652821
92,0.866328928,0.25531785,0.965697195
93,0.824823756,0.909146397,0.274178289
94,0.015839106,0.707602161,0.100558489
95,0.362285226,0.219458602,0.327890866
96,0.64189581,0.244392224,0.916287729
97,0.624011963,0.345835749,0.0999176
98,0.215094455,0.828608051,0.3370159
99,0.586901456,0.546586505,0.935392315
100,0.27744377,0.289895322,0.944669942
101,0.979827265,0.149113437,0.497970519
102,0.337565233,0.29074984,0.124057741
103,0.718894009,0.630207221,0.369060335
104,0.553788873,0.836054567,0.858333079
105,0.549241615,0.609118931,0.314218574
106,0.196600238,0.100680563,0.601428266
107,0.360179449,0.10135197,0.924588763
108,0.517166662,0.444868313,0.369182409
109,0.502731407,0.796136357,0.093081454
110,0.39292581,0.254646443,0.885372478
111,0.347025971,0.396282846,0.95904416
112,0.599658193,0.809717093,0.927945799
113,0.396008179,0.819849239,0.675038911
114,0.396954253,0.866267891,0.560350352
115,0.650196844,0.930295724,0.743430891
116,0.937070833,0.177037873,0.333719901
117,0.715903195,0.066927091,0.858424635
118,0.437910092,0.874385815,0.430310984
119,0.495925779,0.610034486,0.301309244
120,0.727591784,0.64516129,0.713034455
121,0.318643757,0.761070589,0.094912564
122,0.293130284,0.049836726,0.37366863
123,0.176396985,0.277291177,0.452833644
124,0.975371563,0.308572649,0.961577197
125,0.47972045,0.68877224,0.686574908,
126,0.571825312,0.519821772,0.645252846
127,0.518356883,0.177861873,0.782158879
128,0.462508011,0.716910306,0.242500076
129,0.773430586,0.435193945,0.453505051
130,0.586352123,0.528336436,0.469527268
131,0.478652303,0.050111393,0.747734001
132,0.293465987,0.616870632,0.635456404
133,0.501510666,0.97338786,0.341441084
134,0.405377361,0.651905881,0.268593402
135,0.835627308,0.925809503,0.654042177
136,0.855342265,0.446424757,0.52928251
137,0.889492477,0.950682089,0.937070833
138,0.182500687,0.189336833,0.368449965
139,0.444685202,0.238105411,0.702993866
140,0.537858211,0.549333171,0.853022858
141,0.768944365,0.516342662,0.360454115
142,0.353617969,0.943540757,0.527756584
143,0.027344584,0.329752495,0.844538713
144,0.057161168,0.579515976,0.738273263
145,0.965178381,0.033753471,0.503463851
146,0.797723319,0.115054781,0.132541887
147,0.962218085,0.955290384,0.644611957
148,0.726645711,0.063234352,0.707174902
149,0.108615375,0.521317179,0.082003235
150,0.55384991,0.525681326,0.400677511
151,0.046296579,0.871272927,0.889614551
152,0.518662069,0.588671529,0.979308451
153,0.088839381,0.165288247,0.472121342
154,0.188756981,0.890682699,0.439832759
155,0.696493423,0.108218635,0.145725883
156,0.261391034,0.590655232,0.991668447
157,0.869838557,0.749168371,0.797662282
158,0.408642842,0.358684042,0.502700888
159,0.558336131,0.017761773,0.992400891
160,0.813959166,0.200415052,0.725150304
161,0.885280923,0.342265084,0.238654744
162,0.008514664,0.038026063,0.283333842
163,0.992614521,0.689107944,0.147862178
164,0.563798944,0.12817774,0.931516465
165,0.732963042,0.092226936,0.029541917
166,0.753746147,0.728110599,0.598162786
167,0.407025361,0.828150273,0.206671346
168,0.090212714,0.04770043,0.85442671
169,0.386455885,0.464644307,0.114902188
170,0.286416211,0.574266793,0.295419172
171,0.902768029,0.693624683,0.20679342
172,0.337443159,0.451826533,0.538438063
173,0.643238624,0.773583178,0.932889798
174,0.651203955,0.865901669,0.737205115
175,0.203772088,0.183172094,0.745658742
176,0.141605884,0.447096164,0.31962035
177,0.027863399,0.34705649,0.29361858
178,0.534012879,0.695242164,0.696951201
179,0.338633381,0.663991211,0.863917966
180,0.454481643,0.456892605,0.591479232
181,0.86916715,0.171056246,0.822962127
182,0.807184057,0.696584979,0.017365032
183,0.042451247,0.640980255,0.415326395
184,0.108676412,0.301309244,0.440107425
185,0.769585253,0.355571154,0.938444166
186,0.475295267,0.584307382,0.87142552,
187,0.348796045,0.856929228,0.142033143
188,0.467329936,0.622791223,0.242255928
189,0.186254463,0.266853847,0.827875607
190,0.614917447,0.708273568,0.970549638
191,0.339396344,0.917600024,0.173192541
192,0.802453688,0.126377148,0.819971313
193,0.34214301,0.669362468,0.398541215
194,0.40232551,0.345835749,0.564348277
195,0.521011994,0.036530656,0.166722617
196,0.745445112,0.602862636,0.245582446
197,0.185613575,0.721304971,0.665578173
198,0.822840052,0.948728904,0.574449904
199,0.798089541,0.992278817,0.811914426
200,0.653736991,0.20413831,0.891048921
201,0.618030335,0.167363506,0.548783837
202,0.155583361,0.063814203,0.707388531
203,0.509537034,0.892422254,0.912320322
204,0.237006745,0.939237648,0.814874722
205,0.70741905,0.572405164,0.546372875
206,0.827417829,0.146519364,0.88943144
207,0.499099704,0.838099307,0.767662587
208,0.28727073,0.859553819,0.080935087
209,0.107364116,0.940122684,0.254280221
210,0.729575488,0.985442671,0.867549669
211,0.687459944,0.082461013,0.072908719
212,0.855739006,0.902706992,0.102633747
213,0.399609363,0.559923093,0.200170904
214,0.591143529,0.957152013,0.320200201
215,0.114963225,0.777336955,0.05404828
216,0.721060823,0.862941374,0.605975524
217,0.579271828,0.426404614,0.960386975
218,0.503006073,0.829706717,0.321481979
219,0.924161504,0.901058992,0.058656575
220,0.492324595,0.457502976,0.305917539
221,0.401470992,0.074587237,0.028962065
222,0.185522019,0.333964049,0.502639851
223,0.249977111,0.462050233,0.320474868
224,0.190404981,0.957396161,0.889095737
225,0.807885983,0.175023652,0.407483139
226,0.094637898,0.220954009,0.754631184
227,0.487533189,0.57167272,0.116611225
228,0.651600696,0.351237526,0.396832179
229,0.152195807,0.732413709,0.384014405
230,0.959105197,0.024475845,0.815332499
231,0.905026399,0.479445784,0.03582873
232,0.597369304,0.511215552,0.602832118
233,0.443342387,0.231452376,0.470809046
234,0.843501083,0.247596667,0.585436567
235,0.071413312,0.165318766,0.577105014
236,0.713827937,0.329630421,0.477950377
237,0.32453383,0.573778497,0.968321787
238,0.330240791,0.191412091,0.516403699
239,0.06735435,0.582354198,0.797021393
240,0.584734642,0.295083468,0.337412641,
241,0.008056887,0.149571215,0.125400555
242,0.914426099,0.145603809,0.914639729
243,0.947874386,0.143131809,0.224555193
244,0.821680349,0.476516007,0.762840663
245,0.883358257,0.887813959,0.363811151
246,0.205328532,0.158635212,0.505233924
247,0.425702689,0.544724876,0.762565996
248,0.235389264,0.384594256,0.893642994
249,0.017761773,0.628498184,0.535813471
250,0.028504288,0.107058931,0.099398785
251,0.244514298,0.524521622,0.79381695
252,0.391827143,0.678487503,0.18140202
253,0.269081698,0.661397137,0.683919797
254,0.021607105,0.282387768,0.709097568
255,0.209753716,0.642139958,0.21131016
256,0.396557512,0.18735313,0.200750755
257,0.22748497,0.774071474,0.271065401
258,0.818628498,0.213934751,0.952635273
259,0.346964934,0.680043947,0.591051973
260,0.251777703,0.214819788,0.610583819
261,0.706717124,0.653614917,0.350688192
262,0.415204321,0.94738609,0.095034639
263,0.155308695,0.757225257,0.225898007
264,0.628925443,0.595568712,0.859614856
265,0.002746666,0.985778375,0.644428846
266,0.809839167,0.496475112,0.567094943
267,0.426068911,0.749443037,0.239997559
268,0.401440474,0.472457045,0.729606006
269,0.638904996,0.094821009,0.997283853
270,0.513962218,0.687856685,0.306405835
271,0.593890194,0.110049745,0.501419111
272,0.780846583,0.263252663,0.310464797
273,0.815698721,0.468428602,0.178197577
274,0.024872585,0.116855373,0.764702292
275,0.09030427,0.684621723,0.552964873
276,0.399975585,0.785607471,0.500503555
277,0.284920804,0.010895108,0.495254372
278,0.855586413,0.43366802,0.924741356
279,0.667775506,0.613818781,0.27887814
280,0.187627796,0.008636738,0.626056703,
281,0.866054262,0.368816187,0.193762017
282,0.214667196,0.677968688,0.170720542
283,0.163151952,0.917600024,0.526932585
284,0.377483444,0.400738548,0.273720511
285,0.324045534,0.172521134,0.10687582
286,0.930570391,0.881435591,0.35627308
287,0.669698172,0.855067598,0.404034547
288,0.495864742,0.341410566,0.929593799
289,0.827356792,0.537491989,0.526230659
290,0.713705863,0.656605731,0.912961211
291,0.58537553,0.653340251,0.464735862
292,0.671681875,0.566484573,0.51841792
293,0.70433668,0.669270913,0.762565996
294,0.350077822,0.990569781,0.343943602
295,0.507736442,0.699331645,*0.510818812
296,0.112369152,0.115207373,*0.437513352
297,0.717947935,0.91543321,*0.364299448
298,0.920590838,0.96252327,*0.946043275
299,0.442365795,0.788048952,*0.221015046
300,0.089602344,0.748252815,0.17792291
301,0.576006348,0.108890042,0.463118381
302,0.63902707,0.604327525,0.103885006
303,0.295236061,0.521530808,0.32984405
304,0.278603473,0.304818873,0.127750481
305,0.897183142,0.545793023,0.215216529
306,0.403454695,0.621692557,0.000518815
307,0.116519669,0.451765496,0.573473312
308,0.794488357,0.968321787,0.650440992
309,0.350199896,0.441724906,0.807153539
310,0.653920103,0.196050905,0.0872219
311,0.06552324,0.061464278,0.122318186
312,0.769890439,0.90868862,0.032532731
313,0.186346019,0.210638752,0.994567705
314,0.630542924,0.585009308,0.157261879
315,0.564653462,0.176610614,0.718741417
316,0.817255165,0.270546587,0.394207587
317,0.882534257,0.409466842,0.643360698
318,0.625965148,0.740256966,0.366771447
319,0.611896115,0.904293954,0.238258003
320,0.21948912,0.976012452,0.156315806
321,0.114963225,0.692648091,0.241035188
322,0.325479904,0.661976989,0.046510208
323,0.720145268,0.689626759,0.89373455
324,0.193304239,0.31019013,0.158146916
325,0.781579028,0.619891964,0.847926267
326,0.828943754,0.70842616,0.648762474
327,0.452253792,0.585833308,0.800408948
328,0.067995239,0.759331034,0.018890957
329,0.291726432,0.661763359,0.456373791
330,0.447920164,0.579088717,0.67220069
331,0.020447401,0.330698569,0.121555223
332,0.724448378,0.068910794,0.837397382
333,0.842677084,0.245674001,0.226874599
334,0.872219001,0.190557573,0.909604175
335,0.919186987,0.323404645,0.512558367
336,0.137424848,0.991821039,0.823267312
337,0.90069277,0.187078463,0.570177313
338,0.79894406,0.163670766,0.861110263
339,0.059480575,0.095706046,0.082705161
340,0.365306558,0.694387646,0.953581347
341,0.606341746,0.3488876,0.543382061
342,0.618671224,0.14087344,0.657551805
343,0.374614704,0.370891446,0.593401898
344,0.830561235,0.289498581,0.248542741
345,0.322183905,0.873409223,0.529709769
346,0.251503037,0.652272103,0.337107456
347,0.364726707,0.304330576,0.111117893
348,0.235206153,0.465346232,0.760338145
349,0.041871395,0.830072939,0.670033876
350,0.727713858,0.749168371,0.819452498
351,0.549821467,0.999511704,0.834864345
352,0.954924162,0.678701132,0.868129521
353,0.879238258,0.623035371,0.014831996
354,0.605914487,a0.124301889,0.420453505
355,0.299813837,0.893093661,0.315256203
356,0.254890591,0.881344035,0.973967711
357,0.356151006,0.002349925,0.866328928
358,0.823206275,0.936765648,0.252357555
359,0.010101627,0.102999969,0.785912656
360,0.172338023,0.248390149,0.192449721
361,0.708304086,0.022400586,0.277809992
362,0.070375683,0.060792871,0.351817377
363,0.091769158,0.333201086,0.824152348
364,0.408215583,0.87755974,0.128635517
365,0.926938688,0.791070284,0.180944243
366,0.286507767,0.977599414,0.880520035
367,0.744773705,0.428479873,0.0610065
368,0.072878201,0.92751854,0.337137974
369,0.755668813,0.35401471,0.108035524
370,0.366344188,0.027741325,0.241706595
371,0.983367412,0.173802911,0.158635212
372,0.628803369,0.164708396,0.557084872
373,0.3615833,0.557451094,0.97912534
374,0.674367504,0.244422742,0.456740013
375,0.881893368,0.431470687,0.773888363
376,0.874263741,0.387218848,0.315836055
377,0.898342845,0.232886746,0.922055727
378,0.459120457,0.484908597,0.644611957
379,0.510422071,,0.20966216,0.727347636
380,0.311868648,0.693929868,0.99591052
381,0.680837428,0.548234504,0.594866787
382,0.761894589,0.079866939,0.949400311
383,0.528183844,0.756706442,0.095858638
384,0.745841853,0.068453017,0.958220161
385,0.190130314,0.868465224,0.978331858
386,0.913144322,0.719199194,0.758140812
387,0.904263436,0.274239326,0.447828608
388,0.450941496,0.246406446,0.816095462
389,0.627033296,0.969786676,0.108462783
390,0.210547197,0.792443617,0.553971984
391,0.73381756,0.343394269,0.939664907
392,0.758140812,0.334116642,0.452986236
393,0.23300882,0.951231422,0.717062899
394,0.87264626,0.903500473,0.247322001
395,0.618915372,0.657673879,0.492599261
396,0.399426252,0.148533586,0.878536332
397,0.098025452,0.687124241,0.248847926
398,0.861201819,0.777672658,0.32984405
399,0.582354198,0.155858028,0.767937254
400,0.456770531,0.746391186,0.515854366
401,0.672872097,0.164464248,0.225043489
402,0.666982025,0.28009888,0.69389935
403,0.98361156,0.149723807,0.160283212
404,0.257545701,0.111484115,0.014465773
405,0.705648976,0.548509171,0.420728172
406,0.651844844,0.764305551,0.462080752
407,0.405468917,0.538865322,0.526841029
408,0.061861019,0.469161046,0.182378613
409,0.820764794,0.321024201,0.825647755
410,0.041230506,0.469405194,0.670339061
411,0.980010376,0.70781579,0.87182226
412,0.88390759,0.196203497,0.130893887
413,0.459242531,0.334299753,0.85708182,
414,0.160893582,0.185216834,0.147984252
415,0.122837001,0.198095645,0.704672384
416,0.29218421,0.795434431,0.226172674
417,0.39906003,0.124942778,0.793298135
418,0.011535997,0.903378399,0.439222388
419,0.144505142,0.749839778,0.291177099
420,0.53215125,0.903256325,0.941190832
421,0.574449904,0.331369976,0.896481216
422,0.774956511,0.673665578,0.10892056
423,0.707083346,0.805780206,0.515396588
424,0.814386425,0.799432356,0.201635792
425,0.412488174,0.558275094,0.193762017
426,0.345652638,0.384258553,0.277413251
427,0.59581286,0.072328867,0.571977905
428,0.112918485,0.387462996,0.320261238
429,0.406537065,0.532303842,0.385479293
430,0.481704154,0.684316538,0.727103488
431,0.773430586,0.230903043,0.207281716
432,0.31714835,0.114230781,0.112033448
433,0.14413892,0.892635884,0.848750267
434,0.668355358,0.768150884,0.425336467
435,0.186956389,0.393292032,0.728141118
436,0.080446791,0.798150578,0.285470138
437,0.509292886,0.459578234,0.205877865
438,0.288155766,0.239265114,0.80712302
439,0.294686728,0.39497055,0.496566668
440,0.210547197,0.83394879,0.70250557
441,0.276741844,0.326090274,0.425733207
442,0.191961425,0.773522141,0.661061434
443,0.782982879,0.520157476,0.130191961
444,0.944151128,0.743522446,0.601702933
445,0.818323313,0.614764855,0.927121799
446,0.263374737,0.7993408,0.962858974
447,0.441053499,0.752189703,0.125858333
448,0.950193793,0.540971099,0.377849666
449,0.138554033,0.244850002,0.652882473
450,0.071779534,0.914914396,0.499557482
451,0.662953581,0.142887661,0.126346629
452,0.405499435,0.880886258,0.012054811
453,0.95986816,0.552812281,0.58354442
454,0.206518754,0.259926145,0.62898648
455,0.544938505,0.395153661,0.547990356
456,0.986358226,0.458571123,0.745811335
457,0.074617756,0.109927671,0.65889462
458,0.386638997,0.561449019,0.017059847
459,0.047547838,0.251808222,0.788628803
460,0.119754631,0.63124485,0.093203528
461,0.684255501,0.581255531,0.576891385
462,0.939878536,0.072237312,0.698019349
463,0.19083224,0.78521073,0.734336375
464,0.338358715,0.728110599,0.784722434
465,0.942808313,0.968901639,0.437818537
466,0.744224372,0.120487075,0.300119022
467,0.751365703,0.180608539,0.783745842
468,0.082583087,0.019318216,0.736014893
469,0.424634541,0.084322642,0.703482162
470,0.226630451,0.489455855,0.781670583
471,0.43018891,0.10791345,0.108554338
472,0.793725394,0.811334574,0.636616108
473,0.734824671,0.59254738,0.438917203
474,0.511612293,0.346201971,0.519913327
475,0.960142827,0.274422437,0.369457076
476,0.641834773,0.638294626,0.250740074
477,0.980437635,0.47236549,0.306680502
478,0.314188055,0.937620167,0.097781304
479,0.121158483,0.253639332,0.605334635
480,0.732291635,0.017731254,0.025269326
481,0.322428053,0.236671041,0.281441694
482,0.670827357,0.773094882,0.631366924
483,0.133121738,0.182622761,0.515610218
484,0.134250923,0.739616077,0.097811823
485,0.3259682,0.755882443,0.554216132
486,0.101779229,0.511856441,0.982055116
487,0.393566698,0.42280343,0.85360271
488,0.575579089,0.156987213,0.299081393
489,0.328531755,0.028839991,0.594622639
490,0.299111911,0.274666585,0.697470016
491,0.030610065,0.776879177,0.150059511
492,0.147160253,0.447950682,0.243079928
493,0.544206061,0.744804224,0.840388195
494,0.933622242,0.597521897,0.024536882
495,0.238624226,0.356547746,0.485488449
496,0.861018708,0.316263314,0.098971526
497,0.123172704,0.979979858,0.982299265
498,0.674672689,0.74712363,0.838526566
499,0.866054262,0.694143498,0.529984436
500,0.405316324,0.100985748,0.138340403
501,0.885067293,0.872737815,0.313638722
502,0.016815699,0.616168706,0.831751457
503,0.223853267,0.192144536,0.569658498
504,0.940977203,0.762443922,0.65150914
505,0.944700461,0.621112705,0.112979522
506,0.006805628,0.91769158,0.806207465
507,0.583483383,0.504593036,0.737815485
508,0.28235725,0.714255196,0.326883755
509,0.949278237,0.646168401,0.528763695
510,0.464461196,0.896694845,0.412945952
511,0.33292642,0.943449202,0.170110172
512,0.307138279,0.969664602,0.686788537
513,0.145756401,0.265236366,0.934629353
514,0.791741691,0.278420362,0.182927946
515,0.259895627,0.504562517,0.30240791
516,0.937864315,0.571001312,0.673848689
517,0.996856594,0.71868038,0.224219489
518,0.963377789,0.671468245,0.192205573
519,0.930539872,0.606280709,0.029663991
520,0.539811396,0.771416364,0.981383709
521,0.564622944,0.893856624,0.014313181
522,0.792748802,0.14474929,0.206030457
523,0.632587664,0.134617145,0.945188757
524,0.078737754,0.936948759,0.221716971
525,0.380657369,0.590136418,0.224585711
526,0.067201758,0.197363201,0.644947661
527,0.852076785,0.889126255,0.378490555
528,0.881893368,0.63820307,0.526322214
529,0.020996735,0.668752098,0.003387555
530,0.645924253,0.839136937,0.216956084
531,0.751457259,0.022431104,0.451033052
532,0.34623249,0.900326548,0.670918912
533,0.105136265,0.93099765,0.467818232
534,0.114505448,0.001922666,0.559648427
535,0.61876278,0.568315683,0.867885372
536,0.438184759,0.079622791,0.320169683
537,0.937376019,0.06878872,0.227027192
538,0.090365307,0.999420148,0.735496078
539,0.756309702,0.650776696,0.664693136
540,0.327433088,0.336436048,0.485091708
541,0.509750664,0.531388287,0.157567064
542,0.771538438,0.254402295,0.924710837
543,0.777245399,0.468794824,0.628620258
544,0.999816889,0.171819208,0.786889248
545,0.084841456,0.651570177,0.399243141
546,0.823969237,0.0126957,0.158970916
547,0.779351176,0.650440992,0.611560411
548,0.19205298,0.997863704,0.621662038
549,0.07760857,0.875515,0.040650655
550,0.200170904,0.261848811,0.439985351
551,0.364482559,0.069338054,0.454817347
552,0.493087558,0.209753716,0.818750572
553,0.454481643,0.44001587,0.462752159
554,0.983550523,0.573839534,0.086519974
555,0.972411267,0.718344676,0.743980224
556,0.954283273,0.728873562,0.887325663
557,0.369182409,0.340617084,0.809350871
558,0.851191748,0.090273751,0.653706473
559,0.49775689,0.733176672,0.112338633
560,0.05404828,0.484725486,0.444410535
561,0.253242592,0.934446242,0.553605762
562,0.250526444,0.36896878,0.268288217
563,0.659260842,0.160374767,0.312265389
564,0.359233375,0.805719169,0.918454543
565,0.080721458,0.021515549,0.62858974
566,0.881832331,0.310586871,0.723960082
567,0.089297159,0.563310648,0.772484512
568,0.727561266,0.186437574,0.121860408
569,0.025116733,0.748832667,0.091280862
570,0.581408124,0.884182257,0.179631947
571,0.613116855,0.059389019,0.86077456
572,0.394940031,0.401074252,0.7866451
573,0.228003784,0.17957091,0.788537248
574,0.199041719,0.869960631,0.805658132
575,0.686269723,0.883205664,0.570390942
576,0.791375469,0.430677206,0.65642262
577,0.897305216,0.872951445,0.993499557
578,0.563158055,0.338999603,0.220343638
579,0.458784753,0.068239387,0.849024934
580,0.428876614,0.174199652,0.229132969
581,0.454786828,0.316934721,0.481765191
582,0.127475814,0.087557604,0.062013611
583,0.43549913,0.342051454,0.288979766
584,0.705648976,0.411267434,0.743614002
585,0.951048311,0.55876339,0.015747551
586,0.393658254,0.745262001,0.538865322
587,0.200170904,0.82760094,0.397808771
588,0.969817194,0.985595264,0.504257332
589,0.466536454,0.875942259,0.705710013
590,0.702261422,0.776024659,0.301522874
591,0.173467208,0.645344401,0.16727195
592,0.686910611,0.677846614,0.137150182
593,0.718100528,0.832392346,0.216650899
594,0.487258522,0.090273751,0.481521043
595,0.872493667,0.009094516,0.160283212
596,0.054383984,0.736869411,0.871913816
597,0.588946196,0.5630665,0.289895322
598,0.586993011,0.487258522,0.239417707
599,0.64107181,0.910306101,0.834009827
600,0.907437361,0.537766655,0.442091128
601,0.801507614,0.630664998,0.547379986
602,0.705252235,0.645863216,0.666707358
603,0.319711905,0.983245338,0.318002869
604,0.259041108,0.335642567,0.699118015
605,0.451460311,0.298440504,0.048371838
606,0.616901151,0.883663442,0.384594256
607,0.823419904,0.646351512,0.366313669
608,0.319345683,0.583849605,0.532456435
609,0.621875668,0.562913907,0.566637165
610,0.211188086,0.401593066,0.684194464
611,0.096835231,0.112216559,0.70207831
612,0.336497085,0.785393841,0.190374462
613,0.796105838,0.789849544,0.057039094
614,0.966704306,0.23422956,0.5511948
615,0.414746544,0.360637226,0.473342082
616,0.103976562,0.346415601,0.59459212
617,0.288399915,0.297647023,0.280587176
618,0.951597644,0.623584704,0.419232765
619,0.49732963,0.668202765,0.039246803
620,0.477614673,0.400189215,0.743186743
621,0.410779138,0.731925413,0.056001465
622,0.943418683,0.035584582,0.995422224
623,0.40827662,0.788445692,0.804742576
624,0.745963927,0.070772423,0.794824061
625,0.594958342,0.57432783,0.107547227
626,0.761192663,0.538010804,0.001831111
627,0.705313272,0.375988037,0.322977386
628,0.198095645,0.144688253,0.928525651
629,0.188085574,0.630573443,0.97686697
630,0.404614399,0.758171331,0.17709891
631,0.810968352,0.748649556,0.384258553
632,0.732444227,0.619647816,0.572557756
633,0.141178625,0.84008301,0.968047121
634,0.093478195,0.139774773,0.381023591
635,0.073061312,0.581133457,0.30957976
636,0.850184637,0.098879971,0.096255379
637,0.308786279,0.25205237,0.595049898
638,0.801202429,0.717184973,0.146702475
639,0.48341319,0.624225593,0.168492691
640,0.877437666,0.500228889,0.558305612
641,0.578691977,0.511307108,0.499343852
642,0.376293222,0.125980407,0.523911252
643,0.523300882,0.042909024,0.13922544
644,0.75942259,0.04791406,0.605700858
645,0.550523392,0.697225867,0.307290872
646,0.845454268,0.06878872,0.55671865
647,0.104770043,0.467696158,0.730307932
648,0.27088229,0.016846217,0.116550188
649,0.981963561,0.86056093,0.395611438
650,0.992095706,0.954710532,0.240119633
651,0.076479385,0.352214118,0.08209479
652,0.986266671,0.197058016,0.681020539
653,0.721182897,0.100711081,0.033845027
654,0.803918577,0.931302835,0.298562578
655,0.262459181,0.731620228,0.067445906
656,0.853053377,0.548142949,0.513748589
657,0.344553972,0.528183844,0.872585223
658,0.883541368,0.028290658,0.630848109
659,0.503189184,0.974669637,0.409527879
660,0.712912381,0.011413923,0.891720328
661,0.217810602,0.955229347,0.245887631
662,0.415478988,0.630970183,0.76433607
663,0.66707358,0.624042482,0.536301767
664,0.613513596,0.94943083,0.7112949
665,0.200231941,0.659016694,0.25736259
666,0.783959471,0.002349925,0.163121433
667,0.101474044,0.918332469,0.389965514
668,0.255012665,0.18079165,0.258095035
669,0.709921567,0.060670797,0.117770928
670,0.434308908,0.073397015,0.733329264
671,0.492172002,0.088991974,0.910275582
672,0.415540025,0.079958495,0.783532212
673,0.369060335,0.664143803,0.70351268
674,0.072786645,0.219000824,0.369121372
675,0.599291971,0.027008881,0.410229804
676,0.698355052,0.709677419,0.981749931
677,0.948271126,0.098452712,0.804528947
678,0.797723319,0.239478744,0.883999145
679,0.839320048,0.411938841,0.563493759
680,0.445387127,0.455580309,0.960661641
681,0.828302866,0.607593005,0.030549028
682,0.256050295,0.265663625,0.170171209
683,0.181554613,0.897976623,0.221442305
684,0.160496841,0.131809442,0.800958281
685,0.698294015,0.830744346,0.844080935
686,0.419263283,0.806573687,0.930539872
687,0.327585681,0.450148015,0.779412214
688,0.2862331,0.025635548,0.296670431
689,0.708822901,0.218085269,0.689138462
690,0.071840571,0.658558916,0.826258126
691,0.642841884,0.424939726,0.310220649
692,0.67772454,0.850428785,0.971282083
693,0.79894406,0.924466689,0.684621723
694,0.606707968,0.894436476,0.384594256
695,0.80877102,0.488418226,0.184362316
696,0.61772515,0.075624866,0.962553789
697,0.415906247,0.525711844,0.850672933
